争论,主题
高管薪酬不应受限制，因为那些担任这些职位的人是努力工作换来的。,我们应该限制高管薪酬
高管薪酬不应受限，因为公司必须能够提供有竞争力的薪酬套餐，以吸引最优秀的首席执行官。,我们应该限制高管的薪酬
高管薪酬不应受限，因为这会对那些必须在国际市场上竞争最优秀人才的公司构成障碍。,我们应该限制高管薪酬。
高管薪酬不应受限制，以便公司能够招聘最优秀的高管，做出正确的决策。,我们应限制高管薪酬
高管薪酬不应该被禁止，公司可以根据自己的意愿支付他们想支付的薪水。,我们应限制高管薪酬
高管的薪酬不应受限，因为一个人可以立即获得这些资金。,我们应该限制高管的薪酬
高管薪酬从公司和股东那里获取利润，然后分给那些几乎不做任何工作的高层人士。,我们应该限制高管的薪酬。
高管薪酬经常不能体现价值，因此引发了工作问题，因此不应仅仅限制，而是应该彻底停止。,我们应该限制高管的薪酬
高管薪酬将导致公众对大型企业的不信任，并将成为发达国家社会的毁灭和衰落。,我们应该限制高管的薪酬
高管们应该因为承担的高压工作而获得补偿。,我们应该限制高管薪酬。
高管的激励措施是改善他们生活质量的良好途径。,我们应该限制高管的薪酬
高管级别的员工为了达到他们目前的位置而辛勤劳动，应该得到相应的补偿。,我们应该限制高管薪酬。
高管的薪酬已经失控。当一个高管一周的收入和一个体力工人一年的收入相当时，就说明出现了问题。,我们应该限制高管的薪酬
高管薪酬应受限制，以防止像之前金融危机前那样出现一种肆无忌惮的冒险和腐败文化再次蔓延。,我们应限制高管薪酬。
高管职位具有更大的责任。,我们应该限制高管报酬。
高管领取最高的薪酬却做的工作较少，因此应该限制薪酬。,我们应该限制高管的薪酬。
高管职位充满压力，承担着额外的压力和风险，因此，为了激励竞争性成功，回报需要更大。,我们应该限制高管薪酬
高管从各行各业获取太多的钱，而普通员工的工资只是最低工资标准或接近最低。做最少工作的人赚取最多的钱，应该让事情变得更公平。,我们应该限制高管的薪酬
高管人才需要在竞争中得到合理的补偿。,我们应该限制高管的薪酬
高管已经得到报酬，需要调节奖励的金额，以避免让高管对帮助他们获得职位的员工产生过大的权力。,我们应该限制高管的薪酬
高管已经获得了不菲的薪酬，因此限制他们的报酬，希望他们本应获得的一部分会分给更需要的其他员工。,我们应该限制高管薪酬
高管经常因为过度补偿而损害公司和其他员工。,我们应该限制高管的薪酬
高管相对于其他员工被支付得太多；他们得到的薪酬可以轻松用来给大量员工加薪。,我们应该限制高管的薪酬。
高管的薪酬由市场支付，以回报他们在做出重要的全公司决策方面所做的贡献。,我们应该限制高管的薪酬
高管是公司成功或失败的推动力，他们的薪酬应根据他们的成就来确定，不应设置限制。他们的薪资结构应该激励他们取得成功。,我们应该限制高管的薪酬
高管是推动创新的员工，他们的薪酬不应受限制。,我们应该限制高管的薪酬
高管是公司成功或失败的主要原因。他们的薪酬通常是合理的。,我们应该限制高管的薪酬
高管可以成就或毁掉一家公司，所以如果他们表现出色，应该得到奖励。,我们应限制高管的薪酬
高管肩负着整个公司的责任，承担着巨大而沉重的负担，因此他们的薪酬待遇不应受限制，以体现他们承担的重量。,我们应该限制高管的薪酬
高管们应该因为他们高压工作而得到报酬。,我们应该限制高管的薪酬
高管们值得拥有这样的待遇，因为他们为了达到当前的位置付出了如此努力。,我们应该限制高管薪酬
高管们应该得到这些钱，因为他们从事的是一项具有高压和高要求的工作，领导着雇佣大量员工的大型组织。,我们应该限制高管薪酬。
高管们应该得到他们所做工作的补偿，而补偿则是对他们辛勤工作和奉献的认可。,我们应该限制高管的薪酬
高管们不关心公司的长期健康状况，这导致他们只关注高额的短期回报。当公司陷入困境时，他们便拿着他们的金色降落伞离开。,我们应该限制高管的薪酬
高管们之所以有权赚取这么多的原因是他们经过了培训、教育，并为之付出了努力才登上了顶峰。,我们应该限制高管的薪酬。
高管们已经获得应有的报酬了，没有必要再多给。,我们应该限制高管薪酬。
高管们的工作很辛苦，他们觉得自己应该得到比其他人更多的回报。,我们应该限制高管的薪酬
高管的工作很辛苦，他们应该得到相应的报酬来补偿他们在高压环境下的工作。,我们应该限制高管的薪酬
高管在经营公司和确保员工遵纪守法方面有着艰难的工作，他们应当得到合理的回报。,我们应该限制高管的报酬。
高管们承担着很多责任，应该相应地得到奖励。,我们应该限制高管的薪酬
那些经理们通过辛勤工作才被任命或提升到那个职位，他们应该得到应有的补偿。,我们应该限制高管的薪酬。
高管们赚取了他们的报酬，不应被限制在他们可以赚取的多少上，因为这将是对公司事务的过度干预。,我们应该限制高管的薪酬。
高管在公司获得了他们的位置，就像任何其他职位一样。他们应当得到相应的报酬。,我们应该限制高管的报酬
高管们为了取得他们目前的职位付出了很多努力，应该得到相应的报酬。,我们应该限制高管薪酬
高管们为自己所得付出了非常努力的努力，并且在教育上花费了大量资金。他们应该获得他们能够赚取的报酬。,我们应该限制高管的薪酬
高管们引领公司取得辉煌或失败，他们的薪酬反映了他们政策的结果。对他们的薪酬设定上限将限制创新，并扼杀成功的推动力。,我们应该限制高管的报酬
高管的薪水很高，因此应该限制他们的总补偿，以便为组织中较低级别的员工提供更好的报酬。,我们应限制高管的薪酬
高管的收入已经足够，当有其他人应该获得奖金时，他们不应该再获得更多。,我们应该限制高管薪酬
高管们赚取的钱实在太多了；这些钱可以更好地用来给成千上万名底层员工加薪。,我们应该限制高管的薪酬
高管们已经挣得太多了，而且还要获得额外的奖金和福利。如果给他们一个更公平的薪水，那么其他员工就可以得到加薪。,我们应该限制高管的薪酬
公司的高管是那些具有经营业务智慧的人。没有他们的知识，业务将会失败，因此他们应该得到他们高额的薪酬。,我们应该限制高管的薪酬
高管们提供了许多宝贵的信息，因此应该相应地得到补偿。,我们应该限制高管薪酬。
高管应为股东带来利润，并应相应获得补偿。,我们应该限制高管薪酬。
高管们把更多的时间、精力和生命投入到把公司置于顶端。这种努力真的应该得到认可。只有通过高额的报酬，才能真正认可他们的努力。,我们应该限制高管的薪酬
高管们自行设定自己的薪酬会导致贪婪和过度。,我们应该限制高管薪酬。
高管应该能够根据他们的工作表现赚取尽可能多的钱。,我们应该限制高管薪酬。
